loss,values
4.0136094,3.5745516
2.9823077,2.7026882
2.0405297,3.5428848
0.66773653,3.238746
1.9014213,3.8267574
1.4996052,3.3020234
1.3222734,3.5434928
0.64930713,3.4138718
0.03948327,3.9572706
2.4093614,3.9446945
2.259674,3.290236
2.2709115,3.234118
0.8172536,3.3895364
1.443625,3.614455
1.826558,3.2898643
1.4482603,2.8746893
1.578555,3.5374947
1.8756374,2.7337856
1.3416531,3.8371437
7.914031,3.3906925
4.7029834,1.9335508
4.2193403,1.7901123
3.2312546,2.004133
2.565828,2.0739622
2.6070464,2.2062113
2.1314995,2.7070513
0.8782429,3.3313434
2.6737897,3.6558027
2.3432841,3.073301
2.3082733,2.8529682
1.496686,2.7941382
0.8543828,3.3318405
0.8106442,3.494822
0.93848413,3.4962387
0.7641275,3.3742352
1.0940851,3.465723
0.95398575,3.4086833
0.82192135,3.6407275
1.6667143,3.531489
2.3174536,3.349657
2.806106,3.2421627
2.6367598,3.0760202
1.6403619,3.3780599
4.2452207,3.2476084
3.7490146,2.8632932
3.7112477,3.003205
3.5732217,2.9154496
1.8377417,3.253309
1.831128,3.4730697
1.8146654,3.1336052
1.3445916,3.4650187
0.87149054,3.247336
1.2638245,3.7882383
1.2616912,3.0985923
1.1533792,3.7974327
0.9898999,3.3083901
0.60385597,3.7866313
0.41839987,3.5938349
0.4048035,3.8459158
0.5190589,3.541686
0.46455473,3.6099834
0.4551569,3.4799662
0.39110538,3.7606359
0.38525197,3.469606
0.3482357,4.1863523
0.39350533,3.4260762
0.36189577,4.046533
0.39089411,3.5283952
0.36563915,3.8028128
0.99151343,3.616084
0.9446019,3.4821775
1.4983901,3.7034595
1.320466,3.1465592
0.76968175,3.5508723
0.6453449,3.5240073
1.1876163,3.649961
1.382697,2.970827
1.6079766,4.378297
1.0699861,3.343523
0.7392462,3.7815108
1.50888,3.6939876
1.3453671,3.473813
1.1955595,3.57513
1.0934801,3.5222309
0.7309803,3.6145725
0.6026315,3.7931528
0.5636085,3.7339985
0.931858,3.8330956
0.9434071,3.4435575
1.0781077,3.6641595
1.0439193,3.288815
0.7731621,3.694836
0.7221672,3.355682
0.5229211,3.8417773
0.46615812,3.4921527
0.8605005,3.958991
0.8608903,3.2858138
0.8825422,3.689972
0.8452815,3.3460684
0.7065086,3.6023197
0.53273815,3.3150191
0.58824503,3.9667168
0.556142,3.3111844
0.57166547,3.7779415
1.7379061,3.362807
1.7010826,3.1341777
1.7017294,3.4620733
2.3385801,2.9077258
2.4144762,3.079177
2.3871193,2.6249027
2.5868883,3.4250426
2.900507,2.542211
2.2609415,2.8562891
2.034432,3.1024966
1.9443988,2.7499862
2.6912534,3.7470307
1.9601991,2.8922458
1.9375403,3.556419
2.3027208,3.3257427
1.915673,3.168699
1.6173301,3.4895554
2.193468,3.4074926
1.8933278,3.1411839
1.434939,3.850155
1.7067665,3.0082452
2.212103,4.08225
1.084918,3.2086554
0.89237535,3.7372189
0.55097574,3.5837202
0.37163374,3.7498238
0.37508264,3.7396216
0.49926353,3.7354326
0.53358513,3.6332655
0.42649174,3.6778865
0.70285183,3.724746
0.64713585,3.6136358
0.5325178,3.8013306
0.44749063,3.72144
0.44227716,3.8781443
0.23062488,3.5495038
0.41572136,4.1404715
0.37390828,3.3958006
0.27938884,3.962759
0.23559266,3.6343968
0.18594486,3.9517767
0.11633858,3.8037252
0.00472019,4.0503106
0.0036223622,3.9556837
0.0032800771,4.0444965
0.0034303397,3.9520898
0.030558115,4.0542564
0.09407425,3.8706117
0.09394243,3.924529
0.094781086,3.845995
0.2775732,3.9726894
0.30540502,3.5665278
0.57571757,4.275606
0.4093376,3.449196
0.19432606,4.068927
0.17402972,3.7870965
0.16518405,3.9669106
0.1239921,3.8599806
0.028641878,3.9804327
0.022027262,3.9801493
0.020315656,3.9815302
0.020128557,3.9773545
0.04798141,3.9801755
0.032593373,3.9063892
0.037195053,4.063838
0.049351823,3.8233554
0.079280786,4.196085
0.33671647,3.6443598
0.66172075,4.037374
0.69723123,3.2812736
0.68317497,4.0917363
0.4522057,3.4419928
0.22373083,4.045083
0.20095815,3.778418
1.5523541,3.8788319
1.2506989,3.1750736
1.0396256,3.5439932
1.1383297,3.3783116
1.2228382,3.0903714
1.5435412,3.690858
0.80855805,3.2445946
0.6102957,3.9735947
1.069171,3.6260667
0.92240846,3.613768
0.9269222,3.732624
1.3579476,3.6031995
1.0022366,3.501017
2.4445927,3.8197205
2.2060232,3.0322661
1.1987902,3.4239485
0.7282075,3.7444003
0.029941091,3.829917
0.024513485,4.1530504
0.8421335,3.8315144
0.8004218,3.7907932
0.8812349,3.8292246
0.8702842,3.654351
0.86581296,3.8630638
0.21879712,3.6124852
0.20881721,4.317814
0.17634057,3.588181
0.065140724,4.2530293
0.026578713,3.8393598
0.13959602,4.0778813
0.42847452,3.8051884
0.46339348,3.6672816
0.45071015,3.7325644
0.47005925,3.663859
0.39401603,3.6349251
0.97097546,3.8087525
0.95299536,3.4893904
1.1718173,3.8919387
1.1718652,3.3713355
0.2533988,3.9198472
0.24605662,3.8855605
0.11440039,3.9374042
0.00033527386,3.9981852
0.0002859939,4.0033407
0.00020723276,3.9956677
0.0002066888,4.007919
0.00041486905,3.9845846
0.0010728667,4.030241
0.0044614887,3.9347327
0.02169659,4.1450095
0.099085726,3.6862435
0.21363458,4.4611945
0.15690222,3.6057026
0.58400613,4.264569
0.44224662,3.6077776
0.4064542,3.9472456
0.3960788,3.7619627
0.14146525,3.871652
0.00050016347,3.9936824
0.3416043,4.000871
0.369827,3.7628427
0.978389,3.858642
0.95421666,3.3558974
0.62615764,3.8154397
0.6134789,3.6768517
2.1970193,3.875494
2.044532,3.0190325
2.2813816,3.5122428
2.1402643,3.05694
2.4967694,3.4753027
1.6615281,2.9997995
0.70269865,3.7249346
0.038616635,3.8119903
0.014917426,4.1140356
0.060789544,3.9080536
0.05901989,3.9583747
0.057596806,3.9217162
0.010120243,3.9532108
0.0008910712,4.0292964
0.0012239395,3.9656734
0.0017125461,4.040697
0.0030518547,3.9452784
0.006037205,4.077244
0.014072965,3.8815656
0.031650558,4.1777153
0.096828535,3.73283
0.12383327,4.207038
0.14735879,3.6343603
0.29287007,4.215968
0.23842409,3.637055
0.19551529,4.103565
0.17751998,3.7841742
0.079039775,4.015402
0.0072295535,3.9150708
0.17463554,4.079014
0.1726789,3.7702763
0.17219497,4.0730834
0.17739075,3.7613118
0.0092997,4.0936375
0.01194092,3.8925934
0.8384308,4.128128
0.8093785,3.495561
0.75504917,4.077483
0.35451776,3.5260623
0.033131268,4.1806164
0.051245794,3.87007
0.04775672,4.020648
0.045987092,3.901778
0.105143234,4.000976
0.10359858,3.7962458
